TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20141027,10.602,1.0,9.27,2.058,1.0,12.314,1.903,1.0,12.244,10.717,1.88,14.207,2.733,10.602,1.0,9.27,2.058,1.0,12.314,1.903,1.0,201.427,108.73,1.0,127.757,108.73,1.0,337.934,1.0,304.655,337.934,1.0,330.776,1.0,301.796,330.776,1.0,3.917,1.0,5.358,3.917,1.0,99.345,99.663,1.0,0.0,0.0,1.0,0.572,0.922,1.0,0.20475875,0.666666666667,67.166056875,1.0,195.777604979,1.0,12.3714039583,1.0,366.6570625,1.0,402.499,1.0,12.583,12.983,13.439,13.844,14.369,14.483,1.0,1.0,1.0,1.0,1.0,1.0,29.031,26.359,25.181,-9999,1.0,1.0,1.0,-9999,-4.04036,1.0,11.5037,1.0,16.9909,12.4064,20.6819,1.78642,6.38934,18.7265,1.0,27.6589,20.1961,33.6674,3.00584,10.4288,13.0,1,27,21,27,19,1.04916,0.75,0.454326,0.892951,1.28243,0.520833,0.402374,0.867672,0.829046,0.595312,0.101412,-0.498971,-0.224727,0.196908,1.13881,1.27601,1.31274,1.40911,0.729167,0.895833,0.625,0.520833,0.520833,0.458333,0.5,3.04715,1.52392,0.777778,0.512882,1.6247,-1.60685,3.33524,0.714286,0.761007,0.852889,3.48694,0.944918,0.333333,0.412611,1.59589,-1.65851,3.37626,0.761905,0.733119,0.8281,0.325758,0.78667,1.87252,3.47594,3.77095,3.86992,3.86992,0.666667,0.925926,0.518519,0.333333,0.296296,0.296296,0.296296,-2.34586,-2.28804,-1.98256,-1.87188,-1.60685,-1.51788,-1.40681,0.809524,0.809524,0.761905,0.761905,0.714286,0.809524,0.333333,2.53602,2.52237,2.41677,0.0727355,1.46664,1.56618,2.22511,2.53602,2.69902,2.83583,2.87916,1.26206,1.23994,1.59149,0.0385833,1.24467,1.28121,1.40472,1.54993,1.77033,1.84548,2.03454,0.745372,5.39021,2.5628,0.342054,0.370139,0.553639,0.764013,1.26588,5.33441,5.389,5.55062,1.56229,5.1107,3.14696,0.204241,1.56229,1.74417,2.05851,2.69398,4.50333,4.80615,5.10562,4.69407,1.0
20141028,10.275,1.0,8.633,1.649,1.0,12.386,3.177,1.0,11.264,10.018,1.44,12.865,2.508,10.275,1.0,8.633,1.649,1.0,12.386,3.177,1.0,198.68,127.375,1.0,125.164,127.375,1.0,297.996,1.0,297.21,297.996,1.0,313.27,1.0,293.004,313.27,1.0,3.99,1.0,4.974,3.99,1.0,99.061,99.3,1.0,0.213,0.0,1.0,0.603,0.785,0.979167,0.1511925,0.583333333333,48.1859391667,1.0,228.838427708,1.0,15.0983668958,1.0,361.180770833,1.0,410.92,1.0,12.344,12.758,13.221,13.64,14.193,14.402,1.0,1.0,1.0,1.0,1.0,1.0,28.99,26.353,25.04,-9999,1.0,1.0,1.0,-9999,-4.36345,1.0,15.8354,1.0,23.3888,17.0781,28.4697,2.09465,8.70038,27.7754,1.0,41.0242,29.9551,49.9361,3.38963,15.1946,13.0,1,27,21,27,12,-0.877502,0.6875,0.495718,0.922028,-0.682348,0.625,0.45765,0.902133,-0.959123,0.686458,0.111463,-2.23932,-2.04946,-1.71492,-0.732006,-0.545704,-0.494598,-0.0423349,0.8125,0.8125,0.895833,0.625,0.645833,0.645833,0.604167,2.8933,0.560751,0.518519,0.511407,1.57559,-5.65277,5.36043,0.904762,0.992149,1.08116,2.9792,0.364806,0.444444,0.466424,1.56157,-5.33336,5.3839,0.857143,0.976206,1.06655,-0.152594,0.378645,0.729483,2.97913,3.32895,3.35921,3.52372,0.703704,0.703704,0.703704,0.444444,0.444444,0.444444,0.444444,-5.77664,-5.59536,-5.54597,-5.3695,-4.9776,-4.73617,-4.58375,0.904762,0.857143,0.904762,0.904762,0.952381,0.952381,0.809524,2.47444,2.46178,2.39954,0.0739282,1.50844,1.57017,2.10847,2.47698,2.70148,2.87596,2.90573,3.15798,3.14413,3.37695,0.0546264,2.74381,3.08237,3.19363,3.33774,3.50284,3.72163,3.95343,0.992242,5.12376,2.46332,0.321649,0.283687,0.511304,0.750781,1.28328,5.06331,5.12247,5.23025,1.98153,5.53168,3.50725,0.208342,1.87873,2.06925,2.48947,2.97107,4.93392,5.24005,5.50546,4.58825,1.0
20141029,9.738,1.0,8.489,1.081,1.0,11.343,1.995,1.0,10.883,8.917,2.908,13.411,3.481,9.738,1.0,8.489,1.081,1.0,11.343,1.995,1.0,195.961,69.123,1.0,123.95,69.123,1.0,320.228,1.0,295.227,320.228,1.0,331.298,1.0,290.664,331.298,1.0,3.467,1.0,5.64,3.467,1.0,98.871,99.036,1.0,0.0,0.0,1.0,0.562,0.555,1.0,0.105761875,0.666666666667,20.849805625,1.0,124.203944208,1.0,8.105543375,1.0,359.772145833,1.0,436.606,1.0,12.139,12.531,12.998,13.433,14.0,14.315,1.0,1.0,1.0,1.0,1.0,1.0,28.988,26.336,24.882,-9999,1.0,1.0,1.0,-9999,-3.98939,1.0,7.74859,1.0,11.8033,8.35666,16.4893,1.82601,6.29913,9.06879,1.0,13.8143,9.78047,19.2988,2.41172,7.45662,12.0,1,27,21,27,19,1.37831,0.395833,0.429463,1.12331,1.38402,0.375,0.430875,1.12385,0.752929,0.489062,0.15124,-1.34144,-0.60606,-0.433741,1.15711,1.38771,1.46988,1.56677,0.895833,0.9375,0.979167,0.4375,0.375,0.291667,0.270833,3.14301,0.40392,0.259259,0.500429,1.80195,-1.00511,3.62007,0.571429,0.712029,0.975311,3.06063,0.366405,0.259259,0.500324,1.80192,-0.886625,3.59952,0.52381,0.710648,0.974303,-1.30544,-0.19964,-0.168844,3.10961,3.25758,3.2625,3.33067,0.851852,0.851852,1.0,0.259259,0.259259,0.259259,0.259259,-2.16606,-2.16606,-1.73816,-1.05292,-0.871111,-0.833026,-0.788286,0.428571,0.428571,0.380952,0.333333,0.952381,0.952381,0.952381,2.39115,2.38127,2.34679,0.0760651,1.48942,1.53742,1.94918,2.39755,2.69955,2.83845,2.90971,1.00984,0.99725,1.63576,0.0976332,0.821782,1.00081,1.08009,1.66891,1.92935,2.12192,2.76748,1.15535,4.53613,2.39522,0.275701,0.449473,0.80427,0.858158,1.63407,4.51358,4.69069,4.81466,1.404,3.42373,2.24776,0.115309,1.21918,1.404,1.79988,1.97893,2.90348,3.10053,3.42306,4.49827,1.0
20141030,9.775,1.0,7.952,1.826,1.0,12.119,3.528,1.0,11.929,9.885,3.089,14.557,3.395,9.775,1.0,7.952,1.826,1.0,12.119,3.528,1.0,193.275,117.789,1.0,121.279,117.789,1.0,308.473,1.0,304.891,308.473,1.0,319.966,1.0,302.074,319.966,1.0,3.43,1.0,5.989,3.43,1.0,99.238,99.437,1.0,0.0,0.0,1.0,0.819,0.58,1.0,0.115446785714,0.583333333333,53.23976375,1.0,215.530368333,1.0,13.70481625,1.0,358.380375,1.0,433.602,1.0,11.628,12.105,12.678,13.207,13.832,14.222,1.0,1.0,1.0,1.0,1.0,1.0,28.996,26.322,24.786,-9999,1.0,1.0,1.0,-9999,-4.9737,1.0,14.2508,1.0,21.7079,15.3691,30.3263,2.13174,11.2907,19.1089,1.0,29.1082,20.6085,40.6646,3.26736,15.2222,11.0,1,27,21,27,11,-0.271742,0.916667,0.485615,0.659549,-0.133803,0.916667,0.464631,0.644256,-0.278244,0.834896,0.0658705,-1.10192,-0.8973,-0.52396,-0.19826,-0.0505566,-0.00469928,0.372295,0.75,0.6875,0.6875,0.9375,0.895833,0.875,0.8125,3.47606,0.795211,0.925926,0.484439,1.30099,-5.06776,5.08583,0.904762,1.00264,1.11371,3.49521,0.75207,0.925926,0.48713,1.302,-4.78856,4.78576,0.904762,0.981196,1.09445,1.23029,1.60207,2.78587,3.49107,3.91607,4.01695,4.14065,0.592593,0.481481,0.481481,0.888889,0.925926,0.925926,0.925926,-5.55566,-5.22535,-5.08991,-4.86914,-4.50366,-4.25566,-4.06787,0.809524,0.857143,0.809524,1.0,0.666667,0.952381,0.857143,2.36754,2.35636,2.37921,0.079532,1.56921,1.59698,1.89477,2.37022,2.77766,2.8908,3.07383,2.51516,2.49016,2.66932,0.0356908,2.27832,2.43715,2.49428,2.67247,2.79887,2.86738,3.12574,1.46162,4.59381,2.51475,0.254254,0.413266,0.935304,1.20617,1.78995,4.53245,4.57647,4.64041,2.23589,4.63207,3.20222,0.146304,1.8704,2.23589,2.54377,2.87623,4.15173,4.37972,4.59979,4.28597,1.0
20141031,10.525,1.0,8.781,2.286,1.0,12.767,3.988,1.0,13.278,11.131,3.153,16.039,3.655,10.525,1.0,8.781,2.286,1.0,12.767,3.988,1.0,190.62,122.36,1.0,120.265,122.36,1.0,312.045,1.0,314.218,312.045,1.0,313.47,1.0,313.088,313.47,1.0,3.76,1.0,6.227,3.76,1.0,99.47,99.654,1.0,0.0,0.0,1.0,0.436,0.627,1.0,0.0824575862069,0.604166666667,56.4972270833,1.0,228.998466771,1.0,14.3212783333,1.0,362.6564375,1.0,434.817,1.0,11.492,11.913,12.43,12.962,13.652,14.139,1.0,1.0,1.0,1.0,1.0,1.0,28.965,26.371,24.61,-9999,1.0,1.0,1.0,-9999,-4.29579,1.0,10.9557,1.0,19.118,13.2012,23.3143,2.03533,7.76807,12.649,1.0,22.0729,15.2416,26.9177,3.35817,9.28401,10.0,1,27,21,27,17,0.377475,0.895833,0.462746,0.711468,0.532887,0.916667,0.448285,0.702149,0.317175,0.909896,0.071211,-0.470816,-0.337965,-0.137821,0.506476,0.677109,0.742874,0.862882,1.0,0.895833,0.895833,0.9375,0.916667,0.9375,0.875,3.68109,0.727706,0.962963,0.490438,1.09043,-3.9014,3.86538,0.809524,0.837622,0.870786,3.67604,0.704056,0.962963,0.483292,1.08724,-3.55259,3.88081,0.857143,0.812984,0.847113,2.16989,2.25746,2.94339,3.68109,4.13236,4.20529,4.31062,0.962963,0.962963,0.962963,0.962963,0.962963,0.962963,0.962963,-4.1938,-4.12602,-4.01165,-3.9014,-3.69737,-3.64997,-3.55261,0.809524,0.809524,0.857143,0.809524,0.761905,0.809524,0.857143,2.41145,2.39593,2.49631,0.0860869,1.69172,1.7578,1.91974,2.41145,2.94653,3.04137,3.36687,1.8974,1.86305,2.19533,0.0327935,1.8602,1.93896,2.02616,2.16058,2.34118,2.44773,2.45053,1.88462,4.92058,2.75493,0.245711,0.359446,1.228,1.63188,2.20193,4.63495,4.68929,4.87708,2.4839,4.43664,3.22202,0.127863,1.98205,2.4839,2.61073,2.98887,4.02235,4.22143,4.39694,4.23157,1.0
20141101,11.927,1.0,10.007,1.893,1.0,14.395,3.825,1.0,13.804,12.096,2.793,16.0,3.111,11.927,1.0,10.007,1.893,1.0,14.395,3.825,1.0,187.999,123.835,1.0,118.056,123.835,1.0,314.18,1.0,313.644,314.18,1.0,326.692,1.0,312.411,326.692,1.0,4.396,1.0,7.277,4.396,1.0,99.416,99.537,1.0,0.0,0.0,1.0,0.399,0.61,1.0,-9999,0.0,54.4169410417,1.0,241.863173833,1.0,13.8937427083,1.0,368.755,1.0,430.553,1.0,11.543,11.892,12.302,12.795,13.481,14.036,1.0,1.0,1.0,1.0,1.0,1.0,28.885,26.274,24.481,-9999,1.0,1.0,1.0,-9999,-3.49072,1.0,12.9615,1.0,22.6182,19.1441,27.5827,1.9557,6.55402,14.2502,1.0,24.8669,21.0474,30.325,3.47591,7.70583,9.0,1,27,21,27,13,0.310319,1.0,0.483979,0.637096,0.435918,1.0,0.445558,0.608422,0.496279,0.985417,0.0616851,0.0102005,0.127156,0.188777,0.399226,0.845127,0.955782,1.20193,1.0,1.0,1.0,0.979167,0.979167,0.979167,0.958333,4.08133,0.938577,1.0,0.487352,0.864801,-4.56391,5.25183,1.0,1.01724,1.215,4.0582,0.908228,1.0,0.469312,0.854765,-4.25752,5.27291,1.0,0.891765,1.11206,2.6377,2.99159,3.4257,4.07808,4.42039,4.42039,4.52506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.56846,-4.55625,-4.50646,-4.25681,-3.29844,-3.22742,-3.14454,1.0,1.0,0.952381,1.0,0.952381,1.0,0.904762,2.53505,2.4926,2.71265,0.0937714,1.93514,2.02616,2.06411,2.5445,3.20788,3.28993,3.80624,2.07119,2.05668,2.23181,0.051688,1.72432,1.88149,1.99547,2.15083,2.4062,2.68258,2.75561,2.50614,5.58743,3.18731,0.242801,0.660231,1.68283,2.10065,2.60461,4.74221,4.92622,5.52477,2.67752,4.13198,3.15856,0.105189,2.06791,2.49223,2.67752,3.02145,3.79358,3.95875,4.08601,4.25262,1.0
20141102,12.177,1.0,10.063,1.644,1.0,14.895,3.565,1.0,12.749,11.096,1.889,14.874,2.783,12.177,1.0,10.063,1.644,1.0,14.895,3.565,1.0,185.411,119.132,1.0,116.264,119.132,1.0,304.646,1.0,304.329,304.646,1.0,325.427,1.0,301.411,325.427,1.0,4.82,1.0,6.627,4.82,1.0,99.115,99.201,1.0,0.0,0.0,1.0,0.658,0.711,1.0,0.117228666667,0.625,40.6268435417,1.0,231.856756292,1.0,13.4669377083,1.0,368.668895833,1.0,425.03,1.0,11.554,11.873,12.228,12.683,13.342,13.94,1.0,1.0,1.0,1.0,1.0,1.0,28.831,26.201,24.365,-9999,1.0,1.0,1.0,-9999,-3.17767,1.0,12.9972,1.0,23.367,19.1968,30.6145,2.10209,8.72101,11.3677,1.0,20.4375,16.7901,26.7764,3.36793,8.1329,8.0,1,27,21,27,20,0.899231,0.9375,0.451467,0.665831,1.09153,0.9375,0.433239,0.653609,0.950182,0.931771,0.0716066,0.0507743,0.365433,0.675237,0.978927,1.22073,1.34423,1.68551,1.0,1.0,0.958333,0.895833,0.895833,0.895833,0.875,3.85931,0.786349,1.0,0.495604,0.821584,-2.98131,4.07135,0.857143,0.817067,0.879476,3.86076,0.762442,1.0,0.477606,0.810854,-2.55961,3.92191,0.857143,0.739482,0.807907,2.42687,3.05003,3.28421,3.85931,4.22298,4.36056,4.42761,1.0,1.0,1.0,1.0,0.962963,0.962963,0.962963,-3.27334,-3.11951,-3.05438,-2.91808,-2.55961,-2.46873,-2.02356,0.809524,0.904762,1.0,0.904762,0.857143,0.809524,0.761905,2.79971,2.48354,2.86946,0.0872914,2.20035,2.28236,2.36882,2.75837,3.33243,3.37181,4.00936,1.41975,1.39202,1.93068,0.0473046,1.41975,1.56953,1.69329,1.93724,2.14958,2.29105,2.39288,2.89769,5.55214,3.40531,0.208418,1.10989,2.19655,2.53475,3.05085,4.62812,4.76699,5.48184,2.7898,3.74451,3.01604,0.0808941,2.05712,2.41748,2.66079,2.96699,3.44209,3.57103,3.69561,4.25734,1.0
20141103,10.894,1.0,10.578,1.322,1.0,11.3,0.995,1.0,11.157,10.686,0.443,11.763,1.042,10.894,1.0,10.578,1.322,1.0,11.3,0.995,1.0,182.859,56.651,1.0,56.811,56.651,1.0,355.348,1.0,337.35,355.348,1.0,346.848,1.0,340.403,346.848,1.0,2.381,1.0,3.384,2.381,1.0,98.579,98.786,1.0,7.515,12.33,1.0,1.696,1.036,1.0,-9999,0.0,37.6900809812,1.0,107.291669354,1.0,6.43618239583,1.0,367.536458333,1.0,420.709,1.0,11.624,11.875,12.158,12.583,13.223,13.841,1.0,1.0,1.0,1.0,1.0,1.0,30.058,26.398,24.557,-9999,1.0,1.0,1.0,-9999,-2.52583,1.0,4.14378,1.0,7.4499,6.12034,9.76057,1.19625,2.95173,-1.1655,1.0,-2.09539,-2.7453,-1.72144,3.76313,3.8389,7.0,1,27,21,27,20,2.13861,0.979167,0.423553,0.557768,2.18079,0.979167,0.418947,0.554278,2.0355,0.979688,0.0521506,1.46619,1.6144,1.66727,2.03851,2.25463,2.34023,2.55229,1.0,1.0,1.0,0.958333,0.979167,0.958333,0.958333,3.49043,0.423975,1.0,0.511604,0.785836,0.222854,3.41621,0.952381,0.665568,0.758386,3.47274,0.423171,1.0,0.50274,0.780095,0.338511,3.38407,0.952381,0.662921,0.756064,2.40512,2.66367,2.83376,3.48284,3.77233,3.85665,4.17668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.565443,-0.36008,0.0236331,0.137159,0.294664,0.367021,0.440869,0.952381,0.904762,1.0,1.0,0.904762,0.952381,0.857143,2.95526,2.53542,2.85246,0.0735846,2.22336,2.37804,2.40764,2.81989,3.20126,3.21076,3.85336,0.373013,0.354626,0.826761,0.044687,0.227268,0.6525,0.713714,0.766145,0.956123,1.17225,1.24053,2.68864,4.37108,3.23288,0.126294,1.94352,2.42544,2.56202,3.08752,4.02049,4.0324,4.31944,1.53846,1.86238,1.57575,0.0311777,1.24349,1.29157,1.43881,1.60441,1.73869,1.79267,1.84559,4.2844,1.0
20141104,12.173,1.0,12.081,0.577,1.0,12.29,0.924,1.0,11.946,11.806,0.933,12.125,0.736,12.173,1.0,12.081,0.577,1.0,12.29,0.924,1.0,180.343,8.295,1.0,16.488,8.295,1.0,368.599,1.0,366.797,368.599,1.0,358.382,1.0,375.173,358.382,1.0,2.459,1.0,2.416,2.459,1.0,97.609,97.67,1.0,52.129,77.18,1.0,3.002,1.509,1.0,0.496027714286,0.729166666667,1.75974854167,1.0,17.401546,1.0,1.40311154167,1.0,373.681791667,1.0,408.201,1.0,11.983,12.129,12.178,12.498,13.104,13.75,1.0,1.0,1.0,1.0,1.0,1.0,34.769,28.217,26.759,-9999,1.0,1.0,1.0,-9999,-1.3671,1.0,-1.08538,1.0,-1.89401,-2.30973,-1.6031,0.57509,0.777893,-22.5565,1.0,-39.3616,-48.0011,-33.3158,5.12461,12.032,6.0,1,27,21,27,21,2.72944,1.0,0.406091,0.509977,2.71752,1.0,0.412922,0.515433,2.9225,1.0,0.0516645,2.57235,2.62491,2.65683,2.73033,3.13146,3.2419,3.6334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.81372,1.68176,1.0,0.508015,0.588409,2.39429,1.54719,1.0,0.611103,0.684251,2.79995,1.67944,1.0,0.516693,0.595917,2.38574,1.54596,1.0,0.621201,0.693284,2.66665,2.73565,2.77693,2.82609,3.30573,3.32944,3.77407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.23736,2.24432,2.26884,2.39429,2.64719,2.85996,3.15061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.41139,3.36807,3.43285,0.0795113,2.66813,2.80427,2.94263,3.42069,3.82126,3.8215,4.37184,0.600509,0.650549,0.515242,0.0359418,0.120785,0.184875,0.285805,0.583573,0.689831,0.714968,0.747047,3.3919,4.88864,3.89554,0.0806109,3.14596,3.29013,3.47167,3.92657,4.14794,4.2656,4.81841,0.281967,0.332826,0.296918,0.0101026,0.235257,0.239794,0.241203,0.281804,0.329116,0.354746,0.436659,4.43094,1.0
20141105,11.71,1.0,11.87,1.159,1.0,11.505,1.367,1.0,12.047,11.607,1.843,12.614,0.793,11.71,1.0,11.87,1.159,1.0,11.505,1.367,1.0,177.863,5.665,1.0,0.695,5.665,1.0,370.339,1.0,383.499,370.339,1.0,357.505,1.0,394.895,357.505,1.0,1.914,1.0,2.555,1.914,1.0,97.253,97.109,1.0,118.738,108.09,1.0,2.325,1.648,1.0,0.573963793103,0.604166666667,3.10612130417,1.0,12.3040562708,1.0,0.550194988125,1.0,372.318854167,1.0,399.949,1.0,11.89,11.986,12.004,12.256,12.845,13.621,1.0,1.0,1.0,1.0,1.0,1.0,38.486,32.241,36.069,-9999,1.0,1.0,1.0,-9999,-1.48001,1.0,-1.65475,1.0,-2.975,-3.52139,-2.88758,0.507583,0.691652,-7.98814,1.0,-14.3615,-16.9991,-13.9395,5.01883,5.50751,5.0,1,27,21,27,21,3.44223,1.0,0.421488,0.454494,3.43571,1.0,0.417187,0.450509,3.56085,1.0,0.0349028,3.25568,3.37381,3.40522,3.48736,3.68352,3.71389,4.09865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.45491,1.57802,1.0,0.559609,0.631281,3.13991,0.305775,1.0,0.586694,0.615234,3.46558,1.57191,1.0,0.553248,0.625649,3.11181,0.295579,1.0,0.581733,0.610505,3.04932,3.14619,3.20889,3.45491,3.70467,3.73049,4.16892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.09801,3.13308,3.17258,3.35026,3.41095,3.50351,3.64729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.62511,3.79005,3.78167,0.0956796,2.82298,2.99428,3.17058,3.79856,4.35202,4.35213,4.45394,0.311055,0.354347,0.223363,0.067311,-0.432279,-0.378813,-0.261849,0.355294,0.610314,0.668496,0.668608,4.07106,4.48803,4.27933,0.0896905,3.46273,3.68243,3.83833,4.26924,4.71486,4.87684,5.28438,0.288112,0.196317,0.230276,0.0139528,0.141188,0.144284,0.149161,0.196154,0.288249,0.337029,0.389061,4.39294,1.0
