TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20041005,3.23,1.0,2.43,1.063,1.0,3.966,2.021,1.0,5.22,4.178,1.348,6.178,1.161,3.23,1.0,2.43,1.063,1.0,3.966,2.021,1.0,347.521,150.382,1.0,117.081,150.382,1.0,295.071,1.0,295.561,295.071,1.0,280.914,1.0,304.766,280.914,1.0,2.16,1.0,1.859,2.16,1.0,60.356,60.356,0.0,5.241,5.2,1.0,2.511,2.616,1.0,0.245016071429,0.875,74.0850625,1.0,-9999,-9999,8.142,1.0,10.3,1.0,-9999,1.0,63.7811,0.979167,-9999,-9999,-9999,3.53735,-9999,20.5645,0.979167,-9999,-9999,-9999,1.93714,-9999,-9999,-9999,23,25,23,25,-0.0983179,0.895833,0.0721217,0.0733936,-0.0983179,0.895833,0.0721217,0.0733936,-0.082617,0.901562,0.00318381,-0.124272,-0.0983179,-0.0941425,-0.0779967,-0.0746647,-0.0711086,-0.0511436,0.9375,0.895833,0.895833,0.9375,0.875,0.9375,0.854167,0.581213,0.149245,1.0,0.100052,0.106078,-0.716624,0.910685,0.8,0.0966093,0.107356,0.581213,0.149245,1.0,0.100052,0.106078,-0.716624,0.910685,0.8,0.0966093,0.107356,0.568667,0.581213,0.585968,0.596626,0.615829,0.651699,0.655421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.758598,-0.744542,-0.741284,-0.716624,-0.707284,-0.650906,-0.640609,0.84,0.88,0.88,0.8,0.8,0.72,0.72,0.740159,0.678558,0.707311,0.00757577,0.620444,0.643459,0.678558,0.705778,0.742885,0.748821,0.75683,0.797372,0.776876,0.789896,0.0096655,0.669477,0.69518,0.767358,0.793575,0.82543,0.85531,0.8653,0.373815,0.368038,0.372154,0.00506709,0.326866,0.340033,0.340736,0.368049,0.40188,0.412021,0.425496,0.665297,0.601494,0.636656,0.0093423,0.552661,0.595929,0.596768,0.601494,0.669068,0.702982,0.749424,-9999,-9999
20041006,3.157,1.0,1.198,1.312,1.0,4.96,2.629,1.0,2.739,0.878,1.702,4.452,3.148,3.157,1.0,1.198,1.312,1.0,4.96,2.629,1.0,345.244,194.186,1.0,217.1,194.186,1.0,261.917,1.0,249.744,261.917,1.0,270.686,1.0,258.16,270.686,1.0,3.077,1.0,3.807,3.077,1.0,60.621,60.621,0.0,0.0,0.1,1.0,1.367,1.975,1.0,0.131121020833,1.0,73.1577291667,1.0,-9999,-9999,8.201,1.0,11.0,1.0,-9999,1.0,56.9858,0.979167,-9999,-9999,-9999,3.46258,-9999,26.4353,0.979167,-9999,-9999,-9999,2.02897,-9999,-9999,-9999,23,25,23,25,-0.253089,0.916667,0.0715111,0.0739753,-0.253089,0.916667,0.0715111,0.0739753,-0.232876,0.926042,0.00272439,-0.253089,-0.252332,-0.247039,-0.236547,-0.220707,-0.214464,-0.211952,0.916667,0.916667,0.916667,0.958333,0.895833,0.916667,0.916667,0.667853,0.340741,1.0,0.0926274,0.0933945,-1.08269,1.17201,0.84,0.101212,0.107831,0.667853,0.340741,1.0,0.0926274,0.0933945,-1.08269,1.17201,0.84,0.101212,0.107831,0.623993,0.653861,0.657088,0.667226,0.675492,0.677753,0.683664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.08269,-1.08269,-1.08094,-1.04169,-1.01825,-1.0083,-0.998661,0.84,0.84,0.84,0.92,0.84,0.84,0.84,0.723623,0.669377,0.695891,0.00717038,0.611003,0.639226,0.669377,0.696302,0.727964,0.735784,0.741349,0.953487,0.922467,0.928743,0.00890314,0.780179,0.85107,0.90123,0.945394,0.965755,0.97126,0.991738,0.374287,0.363418,0.368908,0.00510286,0.324478,0.336076,0.337106,0.363953,0.396283,0.408933,0.424688,0.736383,0.676094,0.70916,0.00870581,0.634016,0.670441,0.670917,0.676094,0.73953,0.770461,0.814458,-9999,-9999
20041007,3.411,1.0,1.102,3.531,1.0,5.72,4.102,1.0,2.9,1.802,1.799,3.999,2.332,3.411,1.0,1.102,3.531,1.0,5.72,4.102,1.0,342.961,194.88,1.0,151.602,194.88,1.0,250.269,1.0,281.142,250.269,1.0,273.456,1.0,290.098,273.456,1.0,3.247,1.0,3.41,3.247,1.0,60.554,60.554,0.0,1.689,0.6,1.0,1.47,1.582,1.0,0.117438895833,1.0,66.2016458333,1.0,-9999,-9999,8.015,1.0,10.7,1.0,-9999,1.0,42.1672,0.979167,-9999,-9999,-9999,3.61858,-9999,26.3039,0.979167,-9999,-9999,-9999,2.13865,-9999,-9999,-9999,24,24,24,24,-0.170151,0.895833,0.0709937,0.0714023,-0.170151,0.895833,0.0709825,0.0713911,-0.168628,0.907812,0.00180999,-0.190276,-0.175666,-0.17107,-0.169175,-0.165596,-0.160411,-0.154087,0.916667,0.895833,0.895833,0.895833,0.895833,0.958333,0.958333,0.628726,0.144989,0.958333,0.0862184,0.086503,-0.956657,0.975726,0.833333,0.106244,0.106874,0.628726,0.144989,0.958333,0.086184,0.0864687,-0.956657,0.975726,0.833333,0.106244,0.106874,0.602722,0.622775,0.626279,0.628679,0.632302,0.636797,0.640124,0.958333,0.958333,0.958333,1.0,0.958333,1.0,0.958333,-0.969591,-0.961335,-0.958195,-0.955034,-0.953824,-0.938149,-0.933769,0.875,0.833333,0.833333,0.833333,0.833333,0.916667,0.916667,0.7082,0.674366,0.689934,0.00568589,0.618054,0.64714,0.674366,0.696481,0.709516,0.716847,0.724752,0.871134,0.844516,0.858553,0.00553912,0.762237,0.816673,0.844516,0.863124,0.883208,0.892366,0.900931,0.390084,0.361134,0.372933,0.00575862,0.326661,0.335616,0.339914,0.361696,0.394875,0.416782,0.442013,0.683593,0.626768,0.65786,0.00810282,0.589891,0.621699,0.621886,0.626768,0.684958,0.715296,0.756888,-9999,-9999
20041008,3.495,1.0,2.341,1.572,1.0,4.65,2.66,1.0,2.635,1.676,0.944,3.594,0.857,3.495,1.0,2.341,1.572,1.0,4.65,2.66,1.0,340.673,111.531,1.0,107.401,111.531,1.0,323.356,1.0,293.411,323.356,1.0,294.068,1.0,302.579,294.068,1.0,1.235,1.0,1.265,1.235,1.0,60.361,60.361,0.0,7.226,10.0,1.0,2.217,1.434,1.0,0.246564243902,0.854166666667,68.88725,1.0,-9999,-9999,8.308,1.0,12.2,1.0,-9999,1.0,41.0735,1.0,-9999,-9999,-9999,3.20454,-9999,9.66865,1.0,-9999,-9999,-9999,1.8143,-9999,-9999,-9999,24,24,24,24,-0.0711835,1.0,0.0671453,0.0681503,-0.0711835,1.0,0.0669978,0.0680051,-0.0659125,1.0,0.00148895,-0.0757502,-0.0755537,-0.0737874,-0.0675382,-0.0654701,-0.0522312,-0.0490665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.523442,0.020836,1.0,0.086711,0.0871747,-0.660633,0.837056,1.0,0.0960614,0.099567,0.523442,0.020836,1.0,0.0864185,0.0868837,-0.660633,0.837056,1.0,0.0959425,0.0994524,0.508454,0.517425,0.521092,0.52588,0.534075,0.535384,0.545484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.671508,-0.668241,-0.667412,-0.660808,-0.650781,-0.615865,-0.611293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.686059,0.650289,0.665665,0.00577569,0.592039,0.62484,0.650289,0.675199,0.688418,0.693603,0.698215,0.748842,0.721473,0.731539,0.00674486,0.632364,0.675917,0.721184,0.743216,0.760633,0.761619,0.770061,0.3827,0.359228,0.369237,0.00533771,0.325064,0.333957,0.338436,0.359817,0.392215,0.411991,0.431227,0.557517,0.490213,0.526439,0.00970119,0.436079,0.485228,0.486011,0.490213,0.559165,0.59663,0.642835,-9999,-9999
20041009,4.975,1.0,3.074,1.669,1.0,6.875,3.703,1.0,1.889,-0.093,1.551,3.87,2.293,4.975,1.0,3.074,1.669,1.0,6.875,3.703,1.0,338.381,238.653,1.0,218.157,238.653,1.0,271.517,1.0,254.364,271.517,1.0,260.668,1.0,262.859,260.668,1.0,3.544,1.0,2.323,3.544,1.0,60.528,60.528,0.0,0.809,2.8,1.0,2.386,2.525,1.0,0.231406906977,0.895833333333,88.9618043478,0.958333333333,-9999,-9999,8.183,1.0,16.4,1.0,-9999,1.0,59.1205,1.0,-9999,-9999,-9999,3.66337,-9999,25.0846,1.0,-9999,-9999,-9999,2.15612,-9999,-9999,-9999,24,24,24,24,-0.0195769,1.0,0.0609528,0.062429,-0.0195769,1.0,0.0607518,0.0622328,-0.0141003,1.0,0.0018607,-0.0278233,-0.027299,-0.0235947,-0.0195769,-0.00265935,-0.000307384,0.002423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.556064,0.291282,1.0,0.0784773,0.0796362,-0.593795,0.633606,1.0,0.0874153,0.0886301,0.556064,0.291282,1.0,0.0781465,0.0793102,-0.593795,0.633606,1.0,0.0871917,0.0884095,0.524436,0.556064,0.556217,0.563623,0.575834,0.583137,0.592737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.609841,-0.609097,-0.607128,-0.593795,-0.588067,-0.57985,-0.57505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70551,0.707866,0.702231,0.0043002,0.648935,0.691995,0.692821,0.705492,0.716092,0.720948,0.729798,0.73031,0.727443,0.716291,0.00388038,0.671898,0.693619,0.719818,0.724553,0.727443,0.728121,0.734497,0.434856,0.367586,0.394592,0.0075326,0.346869,0.349338,0.356619,0.368221,0.421401,0.450441,0.490343,0.702842,0.651595,0.678757,0.00696081,0.624855,0.646407,0.647134,0.651595,0.701253,0.728046,0.764252,-9999,-9999
20041010,5.609,1.0,2.914,3.923,1.0,8.304,4.801,1.0,-1.386,-3.462,3.313,0.69,5.866,5.609,1.0,2.914,3.923,1.0,8.304,4.801,1.0,336.086,265.231,1.0,238.252,265.231,1.0,217.427,1.0,217.836,217.427,1.0,248.831,1.0,225.703,248.831,1.0,4.847,1.0,2.115,4.847,1.0,60.705,60.705,0.0,0.066,0.1,1.0,2.128,1.815,1.0,0.1175343125,1.0,83.4852083333,1.0,-9999,-9999,7.874,1.0,14.6,1.0,-9999,1.0,64.3854,1.0,-9999,-9999,-9999,3.56128,-9999,25.358,1.0,-9999,-9999,-9999,2.8673,-9999,-9999,-9999,24,24,24,24,0.0138102,0.979167,0.0716497,0.0727094,0.0138102,0.979167,0.0715816,0.0726423,0.0110152,0.983854,0.00354345,-0.0201545,0.0038166,0.00440835,0.012128,0.0280853,0.028553,0.0345215,1.0,0.979167,0.979167,0.979167,0.979167,1.0,0.979167,0.635546,0.402124,1.0,0.0836679,0.0838118,-0.608929,0.888994,0.958333,0.109857,0.111555,0.635546,0.402124,1.0,0.0836416,0.0837856,-0.608929,0.888994,0.958333,0.109712,0.111412,0.552037,0.627009,0.629239,0.63252,0.635546,0.636827,0.648151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.62296,-0.619974,-0.619186,-0.608929,-0.582501,-0.581197,-0.57786,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.697551,0.72852,0.707553,0.00493235,0.666637,0.67683,0.688619,0.703083,0.731903,0.738368,0.751768,0.710322,0.714709,0.696534,0.00241764,0.672305,0.678187,0.685244,0.692702,0.710108,0.714801,0.717987,0.465685,0.367979,0.405754,0.00921885,0.349676,0.357694,0.359686,0.369938,0.450646,0.468647,0.524805,0.6918,0.639244,0.665767,0.00644033,0.621612,0.634934,0.636624,0.639008,0.682738,0.712022,0.746772,-9999,-9999
20041011,5.957,1.0,3.205,3.396,1.0,8.708,4.489,1.0,-0.187,-2.515,2.873,2.14,3.998,5.957,1.0,3.205,3.396,1.0,8.708,4.489,1.0,333.789,254.53,1.0,230.08,254.53,1.0,222.988,1.0,227.99,222.988,1.0,255.899,1.0,236.032,255.899,1.0,4.78,1.0,2.092,4.78,1.0,60.689,60.689,0.0,0.0,0.0,1.0,2.256,1.736,1.0,0.1145605625,1.0,77.735125,1.0,-9999,-9999,8.918,1.0,13.1,1.0,-9999,1.0,55.2022,1.0,-9999,-9999,-9999,3.25468,-9999,31.1385,1.0,-9999,-9999,-9999,2.69213,-9999,-9999,-9999,24,24,24,24,0.0217587,1.0,0.0722891,0.0781404,0.0217587,1.0,0.0721962,0.0780544,0.00467355,1.0,0.00465433,-0.0373364,-0.0325478,-0.0250897,0.0181607,0.0242517,0.0267885,0.0506764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63215,0.334536,1.0,0.0822404,0.0831597,-0.590214,0.943458,1.0,0.11246,0.123647,0.63215,0.334536,1.0,0.0820966,0.0830175,-0.590214,0.943458,1.0,0.112343,0.123541,0.593062,0.611139,0.623589,0.626406,0.630878,0.635801,0.64132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.680776,-0.679966,-0.671944,-0.591405,-0.590214,-0.577177,-0.52112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.681911,0.724525,0.696646,0.0054978,0.658454,0.662213,0.672251,0.682861,0.724624,0.732368,0.746674,0.712434,0.702766,0.69195,0.00431307,0.622823,0.663026,0.672662,0.702766,0.706336,0.712434,0.720053,0.475247,0.367161,0.408681,0.00971076,0.349909,0.357125,0.363138,0.372214,0.459284,0.475247,0.533744,0.659291,0.605782,0.632795,0.00664081,0.585487,0.601335,0.602987,0.605545,0.650557,0.681017,0.716082,-9999,-9999
20041012,6.665,1.0,4.503,2.61,1.0,9.015,3.03,1.0,0.477,-1.539,1.66,2.668,3.345,6.665,1.0,4.503,2.61,1.0,9.015,3.03,1.0,331.49,236.839,1.0,220.498,236.839,1.0,231.837,1.0,232.17,231.837,1.0,256.681,1.0,240.284,256.681,1.0,5.708,1.0,2.439,5.708,1.0,60.609,60.609,0.0,0.09,0.0,1.0,2.696,2.996,1.0,0.165981770833,1.0,72.0295833333,1.0,-9999,-9999,9.277,1.0,12.2,1.0,-9999,1.0,40.2024,1.0,-9999,-9999,-9999,3.02714,-9999,29.2022,1.0,-9999,-9999,-9999,2.75031,-9999,-9999,-9999,25,23,25,23,0.127544,1.0,0.069401,0.071791,0.127544,1.0,0.0693407,0.0717327,0.117886,1.0,0.00275737,0.0999157,0.101161,0.102621,0.109843,0.136999,0.137901,0.147169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.532755,0.296752,1.0,0.082723,0.085198,-0.322579,0.432217,1.0,0.106749,0.111563,0.532755,0.296752,1.0,0.0826089,0.0850873,-0.322579,0.432217,1.0,0.106695,0.111511,0.493042,0.494195,0.495441,0.498599,0.507215,0.534968,0.551724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.334975,-0.334975,-0.334975,-0.322579,-0.322579,-0.270139,-0.253425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.682154,0.7446,0.704638,0.00649629,0.6565,0.66028,0.67546,0.687147,0.743724,0.745513,0.762765,0.608813,0.617055,0.586565,0.00524848,0.538878,0.55582,0.564084,0.578091,0.617055,0.624968,0.635022,0.49311,0.369558,0.417144,0.0105233,0.353909,0.359961,0.370213,0.38086,0.475911,0.49311,0.551842,0.618273,0.568322,0.593773,0.00641253,0.546329,0.563569,0.564962,0.568128,0.612031,0.640385,0.673544,-9999,-9999
20041013,6.306,1.0,3.879,1.727,1.0,8.944,3.003,1.0,1.187,-1.02,0.942,3.586,2.757,6.306,1.0,3.879,1.727,1.0,8.944,3.003,1.0,329.191,229.081,1.0,231.27,229.081,1.0,222.942,1.0,219.213,222.942,1.0,247.536,1.0,227.104,247.536,1.0,6.713,1.0,3.056,6.713,1.0,60.573,60.573,0.0,0.0,0.0,1.0,2.888,4.36,1.0,0.243178125,1.0,56.4558125,1.0,-9999,-9999,8.874,1.0,11.5,1.0,-9999,1.0,36.9079,1.0,-9999,-9999,-9999,3.19005,-9999,32.8773,1.0,-9999,-9999,-9999,2.79139,-9999,-9999,-9999,25,23,25,23,0.262627,1.0,0.0619575,0.061981,0.262627,1.0,0.0619167,0.0619402,0.26052,1.0,0.000297734,0.255308,0.259212,0.259345,0.261114,0.261443,0.262627,0.262837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.506813,0.311975,1.0,0.0756253,0.0756913,-0.0227183,0.325302,1.0,0.0936408,0.0936408,0.506813,0.311975,1.0,0.0755856,0.0756516,-0.0227183,0.325302,1.0,0.0935695,0.0935695,0.493272,0.500496,0.500742,0.504015,0.504623,0.506813,0.507202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0227183,-0.0227183,-0.0227183,-0.0227183,-0.0227183,-0.0227183,-0.0227183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.654253,0.720756,0.678065,0.00617482,0.626959,0.636002,0.64918,0.661656,0.714881,0.720756,0.732503,0.451632,0.458129,0.417524,0.00623663,0.365516,0.375156,0.387328,0.400776,0.455708,0.458129,0.470498,0.479082,0.362937,0.407164,0.009916,0.34669,0.353004,0.36366,0.372793,0.461754,0.479082,0.533633,0.576816,0.522,0.54854,0.00643735,0.50194,0.518469,0.51969,0.521953,0.564882,0.5963,0.629486,-9999,-9999
20041014,3.39,1.0,2.043,0.953,1.0,4.854,1.642,1.0,0.236,-1.52,1.332,2.145,2.713,3.39,1.0,2.043,0.953,1.0,4.854,1.642,1.0,326.891,128.908,1.0,206.484,128.908,1.0,259.102,1.0,230.51,259.102,1.0,270.059,1.0,238.594,270.059,1.0,3.936,1.0,2.506,3.936,1.0,60.496,60.496,0.0,0.467,0.0,1.0,3.092,2.985,1.0,0.1623615,1.0,23.484375,1.0,-9999,-9999,7.409,1.0,10.9,1.0,-9999,1.0,18.7973,1.0,-9999,-9999,-9999,2.42122,-9999,19.047,1.0,-9999,-9999,-9999,2.05999,-9999,-9999,-9999,25,23,25,23,0.0908951,1.0,0.0558053,0.057058,0.0910573,1.0,0.0557771,0.0570305,0.0781135,1.0,0.00170097,0.0637967,0.0673427,0.0681484,0.0754403,0.0903372,0.0911243,0.0935403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.435768,0.185663,1.0,0.0695483,0.0729451,-0.290863,0.440339,1.0,0.0829499,0.0829499,0.436068,0.185572,1.0,0.0695373,0.0729346,-0.290863,0.440339,1.0,0.0828841,0.0828841,0.385631,0.392192,0.393682,0.407174,0.434736,0.436192,0.440662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.290863,-0.290863,-0.290863,-0.290863,-0.290863,-0.290863,-0.290863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.554005,0.562686,0.55165,0.00278956,0.517059,0.545218,0.549698,0.554005,0.561199,0.56419,0.566366,0.478907,0.471629,0.47351,0.00241363,0.449621,0.467354,0.470553,0.474174,0.481399,0.482791,0.490545,0.374703,0.336692,0.350369,0.00514503,0.314775,0.315772,0.324524,0.337429,0.365044,0.392609,0.412355,0.461778,0.410399,0.436784,0.00699713,0.373984,0.406625,0.406933,0.410399,0.45931,0.48808,0.521108,-9999,-9999
20041015,1.082,1.0,-0.671,1.182,1.0,2.988,2.055,1.0,-0.797,-2.138,0.782,0.662,1.902,1.082,1.0,-0.671,1.182,1.0,2.988,2.055,1.0,324.593,175.927,1.0,217.495,175.927,1.0,229.8,1.0,212.431,229.8,1.0,246.837,1.0,220.205,246.837,1.0,3.633,1.0,2.902,3.633,1.0,60.301,60.301,0.0,0.575,0.0,1.0,3.339,4.622,1.0,0.259879916667,1.0,37.239375,1.0,-9999,-9999,5.851,1.0,10.6,1.0,-9999,1.0,20.8727,1.0,-9999,-9999,-9999,2.25071,-9999,27.2909,1.0,-9999,-9999,-9999,2.54795,-9999,-9999,-9999,25,23,25,23,0.0966747,1.0,0.0543134,0.054709,0.0972744,1.0,0.0542441,0.0546402,0.0915813,1.0,0.000931374,0.0813078,0.0834936,0.0840084,0.0931998,0.0965212,0.0966284,0.0972254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.329233,0.12465,1.0,0.0634411,0.0645943,-0.16344,0.354179,1.0,0.0847102,0.0847102,0.330342,0.125286,1.0,0.063373,0.0645274,-0.16344,0.354179,1.0,0.0845908,0.0845908,0.300801,0.304845,0.305798,0.322804,0.328949,0.329147,0.330252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16344,-0.16344,-0.16344,-0.16344,-0.16344,-0.16344,-0.16344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.471995,0.449447,0.455402,0.004167,0.408986,0.424721,0.432755,0.459118,0.475918,0.482795,0.486002,0.368666,0.352173,0.363821,0.00445099,0.322805,0.333499,0.339556,0.362597,0.39,0.394574,0.399586,0.306715,0.314126,0.30906,0.0031328,0.278682,0.287396,0.289362,0.306715,0.331194,0.334234,0.33462,0.493459,0.445219,0.469219,0.00623751,0.41735,0.441071,0.442135,0.445088,0.487886,0.515344,0.545246,-9999,-9999
